ATIVO,VALOR,DATA COM,DATA PAGAMENTO,TIPO,DY
WEGE3,"R$ 0,01844118",21/12/2020,10/03/2021,JCP,"0,03%"
ITSA4,"R$ 0,10165000",10/12/2020,12/03/2021,JCP,"0,89%"
ITSA4,"R$ 0,02080000",22/01/2021,12/03/2021,JCP,"0,19%"
ITUB4,"R$ 0,09640700",25/02/2021,12/03/2021,Dividendo,"0,37%"
ITUB4,"R$ 0,05058000",25/02/2021,12/03/2021,JCP,"0,19%"
ITUB4,"R$ 0,06396000",10/12/2020,12/03/2021,JCP,"0,20%"
ITUB4,"R$ 0,05016000",22/01/2021,12/03/2021,JCP,"0,17%"
UGPA3,"R$ 0,44000000",04/03/2021,12/03/2021,Dividendo,"2,29%"
VALE3,"R$ 0,83573688",04/03/2021,15/03/2021,JCP,"0,84%"
VALE3,"R$ 3,42591034",04/03/2021,15/03/2021,Dividendo,"3,45%"
GGBR4,"R$ 0,13000000",11/03/2021,25/03/2021,JCP,"0,47%"
GGBR4,"R$ 0,17000000",21/12/2020,25/03/2021,JCP,"0,71%"
GOAU4,"R$ 0,08000000",11/03/2021,26/03/2021,JCP,"0,64%"
GOAU4,"R$ 0,09000000",21/12/2020,26/03/2021,JCP,"0,82%"
ENGI11,"R$ 1,10000000",19/03/2021,30/03/2021,Dividendo,"2,39%"
BBAS3,"R$ 0,07285713",11/03/2021,31/03/2021,JCP,"0,24%"
POMO4,"R$ 0,02000000",22/12/2020,31/03/2021,JCP,"0,70%"
BBDC3,"R$ 0,01724983",01/03/2021,01/04/2021,JCP,"0,08%"
BBDC4,"R$ 0,01897481",01/03/2021,01/04/2021,JCP,"0,08%"
ITSA4,"R$ 0,02000000",26/02/2021,01/04/2021,Dividendo,"0,20%"
ITUB4,"R$ 0,01500000",26/02/2021,01/04/2021,Dividendo,"0,06%"
FLRY3,"R$ 0,49436264",02/03/2021,02/04/2021,Dividendo,"1,83%"
EGIE3,"R$ 0,21447978",18/12/2020,05/04/2021,JCP,"0,47%"
B3SA3,"R$ 0,03816071",26/03/2021,08/04/2021,JCP,"0,07%"
B3SA3,"R$ 0,13104476",24/03/2021,08/04/2021,Dividendo,"0,24%"
PSSA3,"R$ 0,59679777",29/06/2020,12/04/2021,JCP,"1,15%"
PSSA3,"R$ 0,55962047",30/10/2020,12/04/2021,JCP,"1,15%"
PSSA3,"R$ 0,25760941",31/03/2021,12/04/2021,Dividendo,"0,55%"
PSSA3,"R$ 0,46218608",31/03/2021,12/04/2021,Dividendo,"0,98%"
BEEF3,"R$ 0,72981270",12/04/2021,20/04/2021,Dividendo,"6,86%"
PETR3,"R$ 0,78744600",14/04/2021,29/04/2021,Dividendo,"3,28%"
PETR3,"R$ 0,00538800",14/04/2021,29/04/2021,Rend. Tributado,"0,02%"
PETR4,"R$ 0,78744600",14/04/2021,29/04/2021,Dividendo,"3,25%"
PETR4,"R$ 0,00538800",14/04/2021,29/04/2021,Rend. Tributado,"0,02%"
CPLE6,"R$ 0,47990038",31/03/2021,30/04/2021,Dividendo,"6,69%"
HAPV3,"R$ 0,44726080",10/09/2020,30/04/2021,JCP,"0,70%"
HAPV3,"R$ 0,37696689",07/01/2021,30/04/2021,JCP,"2,68%"
MOTV3,"R$ 0,08984206",08/04/2021,30/04/2021,Dividendo,"0,70%"
MRFG3,"R$ 0,20389020",09/04/2021,30/04/2021,Dividendo,"1,12%"
VBBR3,"R$ 0,00616441",15/04/2021,30/04/2021,Rend. Tributado,"0,03%"
VBBR3,"R$ 0,94420601",15/04/2021,30/04/2021,Dividendo,"4,04%"
BBDC3,"R$ 0,01724983",01/04/2021,03/05/2021,JCP,"0,07%"
BBDC4,"R$ 0,01897481",01/04/2021,03/05/2021,JCP,"0,07%"
ITUB4,"R$ 0,01500000",31/03/2021,03/05/2021,Dividendo,"0,05%"
MGLU3,"R$ 0,26301999",29/12/2020,05/05/2021,JCP,"1,04%"
B3SA3,"R$ 0,19524207",24/03/2021,07/05/2021,Dividendo,"0,36%"
LREN3,"R$ 0,07363800",19/03/2020,07/05/2021,JCP,"0,25%"
LREN3,"R$ 0,03894000",23/04/2021,07/05/2021,Dividendo,"0,10%"
LREN3,"R$ 0,08334400",22/09/2020,07/05/2021,JCP,"0,20%"
LREN3,"R$ 0,07626100",18/12/2020,07/05/2021,JCP,"0,17%"
LREN3,"R$ 0,07059600",23/06/2020,07/05/2021,JCP,"0,17%"
MRVE3,"R$ 0,27058507",29/04/2021,11/05/2021,Dividendo,"1,52%"
BRAP4,"R$ 0,72715930",31/03/2021,12/05/2021,JCP,"1,06%"
BRAP4,"R$ 2,71571738",31/03/2021,12/05/2021,Dividendo,"3,96%"
CSNA3,"R$ 0,65294946",30/04/2021,12/05/2021,Dividendo,"1,35%"
SLCE3,"R$ 0,53135720",29/04/2021,13/05/2021,Dividendo,"1,03%"
VIVA3,"R$ 0,10584351",29/12/2020,14/05/2021,JCP,"0,37%"
VIVA3,"R$ 0,05284398",30/04/2021,14/05/2021,Dividendo,"0,21%"
ALOS3,"R$ 0,22640291",28/04/2021,17/05/2021,Dividendo,"0,84%"
HAPV3,"R$ 0,03788974",05/05/2021,17/05/2021,Dividendo,"0,25%"
RDOR3,"R$ 0,07499903",31/03/2021,18/05/2021,JCP,"0,12%"
CSAN3,"R$ 0,25764820",05/05/2021,20/05/2021,Dividendo,"0,29%"
TOTS3,"R$ 0,09000000",20/04/2021,20/05/2021,Dividendo,"0,29%"
TOTS3,"R$ 0,10000000",21/12/2020,20/05/2021,JCP,"0,36%"
ISAE4,"R$ 0,79596700",30/03/2021,21/05/2021,Dividendo,"3,03%"
ISAE4,"R$ 0,80615600",25/02/2021,21/05/2021,Dividendo,"3,06%"
RENT3,"R$ 0,08479591",29/03/2021,21/05/2021,JCP,"0,15%"
RENT3,"R$ 0,02411490",30/04/2021,21/05/2021,Dividendo,"0,04%"
GGBR4,"R$ 0,40000000",14/05/2021,26/05/2021,Dividendo,"1,17%"
GOAU4,"R$ 0,21000000",14/05/2021,27/05/2021,Dividendo,"1,38%"
TAEE11,"R$ 1,63119214",04/05/2021,27/05/2021,Dividendo,"3,86%"
TAEE11,"R$ 0,18869129",18/05/2021,27/05/2021,JCP,"0,46%"
TAEE11,"R$ 1,16567235",18/05/2021,27/05/2021,Dividendo,"2,87%"
BBAS3,"R$ 0,03716735",21/05/2021,28/05/2021,Dividendo,"0,11%"
BBAS3,"R$ 0,17005569",21/05/2021,28/05/2021,JCP,"0,52%"
RADL3,"R$ 0,03031429",24/09/2020,31/05/2021,JCP,"0,13%"
RADL3,"R$ 0,02849434",16/12/2020,31/05/2021,JCP,"0,11%"
USIM5,"R$ 0,13191621",29/04/2021,31/05/2021,Dividendo,"0,58%"
BBDC3,"R$ 0,01724983",03/05/2021,01/06/2021,JCP,"0,08%"
BBDC4,"R$ 0,01897481",03/05/2021,01/06/2021,JCP,"0,08%"
ITUB4,"R$ 0,01500000",30/04/2021,01/06/2021,Dividendo,"0,05%"
SANB11,"R$ 0,80425974",07/05/2021,02/06/2021,Dividendo,"2,06%"
ASAI3,"R$ 0,06330825",28/04/2021,07/06/2021,Dividendo,"0,08%"
USIM5,"R$ 0,00504676",25/05/2021,07/06/2021,Dividendo,"0,03%"
DIRR3,"R$ 0,23000000",19/05/2021,11/06/2021,Dividendo,"1,59%"
CYRE3,"R$ 1,08727369",23/04/2021,14/06/2021,Dividendo,"4,27%"
PCAR3,"R$ 0,47578896",05/05/2021,15/06/2021,Dividendo,"1,21%"
PCAR3,"R$ 1,70109395",05/05/2021,15/06/2021,JCP,"4,34%"
CPFE3,"R$ 1,50183485",30/04/2021,21/06/2021,Dividendo,"5,12%"
SBSP3,"R$ 0,39790000",29/04/2021,28/06/2021,JCP,"0,93%"
BBAS3,"R$ 0,08425951",11/06/2021,30/06/2021,JCP,"0,24%"
CMIG4,"R$ 0,03952130",25/09/2020,30/06/2021,JCP,"0,37%"
CMIG4,"R$ 0,30584807",30/04/2021,30/06/2021,Dividendo,"2,21%"
CMIG4,"R$ 0,14276673",30/12/2020,30/06/2021,JCP,"0,98%"
VALE3,"R$ 0,71626805",23/06/2021,30/06/2021,Dividendo,"0,63%"
VALE3,"R$ 1,47340202",23/06/2021,30/06/2021,Dividendo,"1,30%"
BBDC3,"R$ 0,01724983",01/06/2021,01/07/2021,JCP,"0,07%"
BBDC4,"R$ 0,01897481",01/06/2021,01/07/2021,JCP,"0,07%"
ITSA4,"R$ 0,02000000",31/05/2021,01/07/2021,Dividendo,"0,18%"
ITUB4,"R$ 0,01500000",31/05/2021,01/07/2021,Dividendo,"0,05%"
RDOR3,"R$ 0,07924129",21/06/2021,05/07/2021,JCP,"0,12%"
B3SA3,"R$ 0,04610700",29/06/2021,07/07/2021,JCP,"0,27%"
B3SA3,"R$ 0,16854380",29/06/2021,07/07/2021,Dividendo,"1,00%"
BBDC3,"R$ 0,49000730",02/07/2021,12/07/2021,JCP,"2,25%"
BBDC4,"R$ 0,53900803",02/07/2021,12/07/2021,JCP,"2,10%"
EGIE3,"R$ 0,74711774",11/05/2021,12/07/2021,Dividendo,"1,89%"
VIVT3,"R$ 0,07497385",28/02/2020,13/07/2021,JCP,"0,16%"
VIVT3,"R$ 0,04165214",31/03/2020,13/07/2021,JCP,"0,08%"
VIVT3,"R$ 0,24991284",30/06/2020,13/07/2021,JCP,"0,52%"
VIVT3,"R$ 0,18049261",28/09/2020,13/07/2021,JCP,"0,39%"
VIVT3,"R$ 0,11845106",27/11/2020,13/07/2021,JCP,"0,27%"
VIVT3,"R$ 0,07700627",28/12/2020,13/07/2021,JCP,"0,17%"
ISAE4,"R$ 0,50254200",06/07/2021,15/07/2021,Dividendo,"1,97%"
TIMS3,"R$ 0,14465461",21/06/2021,20/07/2021,JCP,"1,14%"
BRAP4,"R$ 1,78079828",15/07/2021,26/07/2021,Dividendo,"2,23%"
AZZA3,"R$ 0,02592077",29/04/2021,30/07/2021,Dividendo,"0,03%"
AZZA3,"R$ 0,29865108",01/07/2021,30/07/2021,JCP,"0,32%"
CURY3,"R$ 0,39400416",23/04/2021,30/07/2021,Dividendo,"3,94%"
HAPV3,"R$ 0,26526246",06/07/2021,30/07/2021,JCP,"1,78%"
BBDC3,"R$ 0,01724983",01/07/2021,02/08/2021,JCP,"0,08%"
BBDC4,"R$ 0,01897481",01/07/2021,02/08/2021,JCP,"0,07%"
ITUB4,"R$ 0,01500000",30/06/2021,02/08/2021,Dividendo,"0,05%"
CMIN3,"R$ 0,05158158",30/04/2021,10/08/2021,Dividendo,"0,49%"
CMIN3,"R$ 0,33052636",30/07/2021,10/08/2021,Dividendo,"3,52%"
CSNA3,"R$ 1,26801069",30/07/2021,10/08/2021,Dividendo,"2,70%"
CPLE6,"R$ 0,05151910",31/03/2021,11/08/2021,JCP,"0,72%"
CPLE6,"R$ 0,04732072",31/03/2021,11/08/2021,Dividendo,"0,73%"
CPLE6,"R$ 0,07955175",29/04/2021,11/08/2021,Dividendo,"1,26%"
CPLE6,"R$ 0,31001564",28/12/2020,11/08/2021,JCP,"0,42%"
WEGE3,"R$ 0,01691176",26/03/2021,11/08/2021,JCP,"0,02%"
WEGE3,"R$ 0,02052941",25/06/2021,11/08/2021,JCP,"0,06%"
WEGE3,"R$ 0,15817500",30/07/2021,11/08/2021,Dividendo,"0,44%"
BPAC11,"R$ 0,16990525",05/08/2021,12/08/2021,JCP,"0,56%"
FLRY3,"R$ 0,13386012",03/08/2021,16/08/2021,JCP,"0,56%"
RENT3,"R$ 0,09619508",29/06/2021,20/08/2021,JCP,"0,15%"
BBSE3,"R$ 0,52087500",11/08/2021,23/08/2021,Dividendo,"2,40%"
PETR3,"R$ 1,60991100",16/08/2021,25/08/2021,Dividendo,"5,43%"
PETR4,"R$ 1,60991100",16/08/2021,25/08/2021,Dividendo,"5,54%"
GGBR4,"R$ 0,54000000",16/08/2021,26/08/2021,Dividendo,"1,76%"
ITSA4,"R$ 0,03734000",13/08/2021,26/08/2021,JCP,"0,33%"
ITSA4,"R$ 0,01545600",09/03/2021,26/08/2021,JCP,"0,16%"
ITSA4,"R$ 0,01908000",25/03/2021,26/08/2021,JCP,"0,19%"
ITSA4,"R$ 0,02131000",27/04/2021,26/08/2021,JCP,"0,21%"
ITSA4,"R$ 0,01840000",24/05/2021,26/08/2021,JCP,"0,17%"
ITUB4,"R$ 0,05648000",27/04/2021,26/08/2021,JCP,"0,21%"
ITUB4,"R$ 0,04874000",24/05/2021,26/08/2021,JCP,"0,17%"
ITUB4,"R$ 0,10384000",13/08/2021,26/08/2021,JCP,"0,34%"
ITUB4,"R$ 0,05064000",25/03/2021,26/08/2021,JCP,"0,19%"
GOAU4,"R$ 0,28000000",16/08/2021,27/08/2021,Dividendo,"1,97%"
UGPA3,"R$ 0,20000000",19/08/2021,27/08/2021,Dividendo,"1,32%"
BBAS3,"R$ 0,17279444",23/08/2021,31/08/2021,JCP,"0,58%"
BBAS3,"R$ 0,00134999",23/08/2021,31/08/2021,Rend. Tributado,"0,00%"
ELET3,"R$ 0,01936988",27/04/2021,31/08/2021,Rend. Tributado,"0,05%"
ELET3,"R$ 0,94376678",27/04/2021,31/08/2021,Dividendo,"2,61%"
ELET6,"R$ 1,03814345",27/04/2021,31/08/2021,Dividendo,"2,83%"
ELET6,"R$ 0,02130687",27/04/2021,31/08/2021,Rend. Tributado,"0,06%"
VBBR3,"R$ 0,60693557",15/04/2021,31/08/2021,Dividendo,"2,60%"
VBBR3,"R$ 0,01258020",15/04/2021,31/08/2021,Rend. Tributado,"0,05%"
BBDC3,"R$ 0,01724983",02/08/2021,01/09/2021,JCP,"0,08%"
BBDC4,"R$ 0,01897481",02/08/2021,01/09/2021,JCP,"0,08%"
ITUB4,"R$ 0,01500000",30/07/2021,01/09/2021,Dividendo,"0,05%"
SANB11,"R$ 0,91149437",04/08/2021,03/09/2021,JCP,"2,25%"
IRBR3,"R$ 0,88609061",14/08/2020,08/09/2021,JCP,"11,55%"
IRBR3,"R$ 0,04420970",14/08/2020,08/09/2021,Rend. Tributado,"0,58%"
RDOR3,"R$ 0,08568400",09/09/2021,17/09/2021,JCP,"0,12%"
RDOR3,"R$ 0,99419000",09/09/2021,17/09/2021,Dividendo,"1,44%"
ELET3,"R$ 0,00007193",27/04/2021,28/09/2021,Rend. Tributado,"0,00%"
ELET6,"R$ 0,00007913",27/04/2021,28/09/2021,Rend. Tributado,"0,00%"
MRFG3,"R$ 1,40060000",10/09/2021,28/09/2021,Dividendo,"6,18%"
ENGI11,"R$ 0,65000000",17/08/2021,29/09/2021,Dividendo,"1,50%"
VBBR3,"R$ 0,33367209",13/09/2021,29/09/2021,JCP,"1,30%"
BBAS3,"R$ 0,09236982",13/09/2021,30/09/2021,JCP,"0,31%"
VALE3,"R$ 8,19723944",22/09/2021,30/09/2021,Dividendo,"9,21%"
BBDC3,"R$ 0,01724983",01/09/2021,01/10/2021,JCP,"0,09%"
BBDC4,"R$ 0,01897481",01/09/2021,01/10/2021,JCP,"0,08%"
ITSA4,"R$ 0,02000000",31/08/2021,01/10/2021,Dividendo,"0,18%"
ITUB4,"R$ 0,01500000",31/08/2021,01/10/2021,Dividendo,"0,05%"
MULT3,"R$ 0,45497590",28/12/2020,05/10/2021,JCP,"1,90%"
USIM5,"R$ 0,71128706",31/08/2021,05/10/2021,Dividendo,"3,87%"
USIM5,"R$ 0,38451208",31/08/2021,05/10/2021,JCP,"2,09%"
VIVT3,"R$ 0,35541356",28/12/2020,05/10/2021,Dividendo,"0,79%"
VIVT3,"R$ 0,47090893",15/04/2021,05/10/2021,Dividendo,"1,05%"
B3SA3,"R$ 0,15039672",28/09/2021,07/10/2021,Dividendo,"1,11%"
B3SA3,"R$ 0,04421323",28/09/2021,07/10/2021,JCP,"0,33%"
ASAI3,"R$ 0,04703343",05/10/2021,14/10/2021,JCP,"0,25%"
CPFE3,"R$ 0,43393194",31/08/2021,22/10/2021,Dividendo,"1,58%"
HAPV3,"R$ 0,17647657",27/09/2021,22/10/2021,JCP,"1,22%"
TOTS3,"R$ 0,09000000",04/08/2021,22/10/2021,JCP,"0,25%"
TIMS3,"R$ 0,05680978",29/09/2021,27/10/2021,JCP,"0,48%"
PSSA3,"R$ 0,92344850",31/03/2021,29/10/2021,Dividendo,"2,04%"
BBDC3,"R$ 0,01724983",01/10/2021,01/11/2021,JCP,"0,10%"
BBDC4,"R$ 0,01897481",01/10/2021,01/11/2021,JCP,"0,09%"
ITUB4,"R$ 0,01500000",30/09/2021,01/11/2021,Dividendo,"0,05%"
KLBN11,"R$ 0,09285877",29/10/2021,11/11/2021,JCP,"0,39%"
KLBN11,"R$ 0,27311404",29/10/2021,11/11/2021,Dividendo,"1,16%"
CPFE3,"R$ 0,43393194",31/08/2021,16/11/2021,Dividendo,"1,58%"
CXSE3,"R$ 0,24461284",04/11/2021,16/11/2021,Dividendo,"2,66%"
GGBR4,"R$ 1,42000000",05/11/2021,16/11/2021,Dividendo,"5,64%"
GGBR4,"R$ 0,20000000",05/11/2021,16/11/2021,JCP,"0,79%"
GGBR4,"R$ 0,38000000",27/09/2021,16/11/2021,JCP,"1,44%"
GOAU4,"R$ 1,44000000",05/11/2021,17/11/2021,Dividendo,"12,37%"
GOAU4,"R$ 0,12000000",27/09/2021,17/11/2021,JCP,"0,98%"
GOAU4,"R$ 0,08000000",27/09/2021,17/11/2021,Dividendo,"0,66%"
GOAU4,"R$ 0,11000000",05/11/2021,17/11/2021,JCP,"0,95%"
ISAE4,"R$ 0,52938600",03/11/2021,17/11/2021,Dividendo,"2,13%"
ISAE4,"R$ 0,78091500",03/11/2021,17/11/2021,JCP,"3,14%"
RENT3,"R$ 0,10920363",29/09/2021,22/11/2021,JCP,"0,20%"
BEEF3,"R$ 0,34884350",10/11/2021,25/11/2021,Dividendo,"3,34%"
EGIE3,"R$ 0,96763214",16/08/2021,29/11/2021,Dividendo,"2,55%"
BBAS3,"R$ 0,19685157",22/11/2021,30/11/2021,JCP,"0,67%"
CPLE6,"R$ 0,09074606",30/09/2021,30/11/2021,JCP,"1,22%"
CPLE6,"R$ 0,45328533",30/09/2021,30/11/2021,Dividendo,"6,08%"
BBDC3,"R$ 0,01724983",01/11/2021,01/12/2021,JCP,"0,10%"
BBDC4,"R$ 0,01897481",01/11/2021,01/12/2021,JCP,"0,09%"
ITUB4,"R$ 0,01765000",29/10/2021,01/12/2021,JCP,"0,07%"
RADL3,"R$ 0,02666499",11/03/2021,01/12/2021,JCP,"0,11%"
RADL3,"R$ 0,07285268",12/11/2021,01/12/2021,Dividendo,"0,32%"
SANB11,"R$ 0,80425974",04/11/2021,03/12/2021,Dividendo,"2,21%"
YDUQ3,"R$ 0,46967226",28/04/2021,07/12/2021,Dividendo,"1,57%"
RADL3,"R$ 0,03030010",23/06/2021,08/12/2021,JCP,"0,12%"
MOTV3,"R$ 0,07613869",30/11/2021,15/12/2021,Dividendo,"0,66%"
PETR3,"R$ 2,19512600",01/12/2021,15/12/2021,Dividendo,"7,09%"
PETR3,"R$ 1,05536100",01/12/2021,15/12/2021,JCP,"3,41%"
PETR4,"R$ 2,19512600",01/12/2021,15/12/2021,Dividendo,"7,20%"
PETR4,"R$ 1,05536100",01/12/2021,15/12/2021,JCP,"3,46%"
RADL3,"R$ 0,02460249",08/12/2021,15/12/2021,Dividendo,"0,11%"
CPFE3,"R$ 0,63397098",31/08/2021,16/12/2021,Dividendo,"2,30%"
CURY3,"R$ 0,17130616",07/12/2021,16/12/2021,Dividendo,"2,40%"
MRVE3,"R$ 0,16235104",06/12/2021,16/12/2021,Dividendo,"1,35%"
BRKM5,"R$ 7,53904879",08/12/2021,20/12/2021,Dividendo,"11,29%"
CPFE3,"R$ 0,69776255",09/12/2021,21/12/2021,Dividendo,"2,57%"
VBBR3,"R$ 0,12665821",14/12/2021,23/12/2021,JCP,"0,55%"
VBBR3,"R$ 0,00482424",14/12/2021,23/12/2021,Dividendo,"0,02%"
CSAN3,"R$ 0,37461935",14/12/2021,28/12/2021,Dividendo,"1,64%"
BRAP4,"R$ 6,04385092",16/12/2021,29/12/2021,Dividendo,"10,89%"
CMIG4,"R$ 0,30584807",30/04/2021,29/12/2021,Dividendo,"2,21%"
EQTL3,"R$ 0,72000000",30/04/2021,29/12/2021,Dividendo,"2,95%"
MRFG3,"R$ 1,25021733",21/12/2021,29/12/2021,Dividendo,"5,23%"
RDOR3,"R$ 0,09438900",17/12/2021,29/12/2021,JCP,"0,21%"
TAEE11,"R$ 0,58640347",06/12/2021,29/12/2021,JCP,"1,53%"
TAEE11,"R$ 0,93174358",06/12/2021,29/12/2021,Dividendo,"2,43%"
ABEV3,"R$ 0,13340000",17/12/2021,30/12/2021,Dividendo,"13,34%"
ABEV3,"R$ 0,47020000",17/12/2021,30/12/2021,JCP,"47,02%"
B3SA3,"R$ 0,14945153",20/12/2021,30/12/2021,Dividendo,"1,25%"
BBAS3,"R$ 0,08749564",13/12/2021,30/12/2021,JCP,"0,27%"
BBDC3,"R$ 0,19659537",20/12/2021,30/12/2021,Dividendo,"1,19%"
BBDC3,"R$ 0,01965954",20/12/2021,30/12/2021,JCP,"0,12%"
BBDC4,"R$ 0,21625491",20/12/2021,30/12/2021,Dividendo,"1,11%"
BBDC4,"R$ 0,02162549",20/12/2021,30/12/2021,JCP,"0,11%"
CMIG4,"R$ 0,14276673",30/12/2020,30/12/2021,JCP,"0,98%"
FLRY3,"R$ 0,09479301",20/12/2021,30/12/2021,JCP,"0,53%"
STBP3,"R$ 0,14698787",21/12/2021,30/12/2021,Dividendo,"2,28%"
USIM5,"R$ 0,19295375",15/12/2021,30/12/2021,JCP,"1,26%"
VAMO3,"R$ 0,04767861",07/12/2021,30/12/2021,JCP,"0,39%"
VAMO3,"R$ 0,14840226",07/12/2021,30/12/2021,Dividendo,"1,22%"
BBDC3,"R$ 0,01724983",01/12/2021,03/01/2022,JCP,"0,10%"
BBDC4,"R$ 0,01897481",01/12/2021,03/01/2022,JCP,"0,09%"
ITSA4,"R$ 0,02352950",30/11/2021,03/01/2022,JCP,"0,24%"
ITUB4,"R$ 0,01765000",30/11/2021,03/01/2022,JCP,"0,08%"
BPAC11,"R$ 0,06779001",20/12/2021,06/01/2022,JCP,"0,31%"
B3SA3,"R$ 0,04977720",30/12/2021,07/01/2022,JCP,"0,45%"
HYPE3,"R$ 0,30817000",22/07/2021,07/01/2022,JCP,"0,89%"
HYPE3,"R$ 0,30808000",27/09/2021,07/01/2022,JCP,"0,97%"
HYPE3,"R$ 0,30881000",26/03/2021,07/01/2022,JCP,"0,94%"
HYPE3,"R$ 0,30881000",28/12/2021,07/01/2022,JCP,"1,06%"
AZZA3,"R$ 0,33923514",03/12/2021,14/01/2022,JCP,"0,45%"
AZZA3,"R$ 0,26323263",03/12/2021,14/01/2022,Dividendo,"0,35%"
ISAE4,"R$ 0,17389600",22/12/2021,18/01/2022,JCP,"0,71%"
CMIN3,"R$ 0,08630892",29/12/2021,20/01/2022,JCP,"1,32%"
HAPV3,"R$ 0,08059131",27/12/2021,21/01/2022,JCP,"0,75%"
TIMS3,"R$ 0,23136613",20/12/2021,25/01/2022,JCP,"1,79%"
SUZB3,"R$ 0,74116810",18/01/2022,27/01/2022,Dividendo,"1,25%"
BBDC3,"R$ 0,01724983",03/01/2022,01/02/2022,JCP,"0,10%"
BBDC4,"R$ 0,01897481",03/01/2022,01/02/2022,JCP,"0,10%"
ITUB4,"R$ 0,01765000",30/12/2021,01/02/2022,JCP,"0,08%"
SANB11,"R$ 0,06675238",07/01/2022,03/02/2022,JCP,"0,22%"
RENT3,"R$ 0,12916356",17/12/2021,11/02/2022,JCP,"0,22%"
BPAC11,"R$ 0,14731291",05/01/2022,15/02/2022,JCP,"0,77%"
BBSE3,"R$ 0,91715447",10/02/2022,23/02/2022,Dividendo,"3,76%"
