open,high,low,close,volume,adjclose,dividends,splits,Ativo,Data
9.052735328674316,9.052735328674316,8.169034004211426,8.807317733764648,53153.0,5.453424453735352,0.0,0.0,ARRI11,01-10-2020
8.807317733764648,9.321903228759766,8.31252384185791,9.30211067199707,86916.0,5.75979471206665,0.0,0.0,ARRI11,01-11-2020
9.222944259643555,9.400079727172852,8.609399795532227,9.18336009979248,137256.0,5.686265468597412,0.0,0.0,ARRI11,01-12-2020
9.18336009979248,9.598986625671387,8.808306694030762,9.401068687438965,129692.0,5.821070194244385,0.0,0.0,ARRI11,01-01-2021
9.303099632263184,9.994820594787598,9.303099632263184,9.993831634521484,158645.0,6.188104629516602,0.0,0.0,ARRI11,01-02-2021
9.871123313903809,9.876070976257324,9.336746215820312,9.876070976257324,315032.0,6.115187644958496,0.0,0.0,ARRI11,01-03-2021
9.885967254638672,11.201127052307129,9.747425079345703,11.201127052307129,266264.0,6.935653209686279,0.0,0.0,ARRI11,01-04-2021
10.885449409484863,11.324825286865234,9.92258071899414,9.961174964904785,405688.0,6.167881965637207,0.0,0.0,ARRI11,01-05-2021
10.006695747375488,10.390656471252441,9.845394134521484,10.141280174255371,478908.0,6.2794013023376465,0.0,0.0,ARRI11,01-06-2021
10.19174861907959,11.281283378601074,10.045289993286133,11.266440391540527,356209.0,6.9760942459106445,0.0,0.0,ARRI11,01-07-2021
10.232321739196777,10.387686729431152,9.648466110229492,10.08685302734375,521701.0,6.245702743530273,0.0,0.0,ARRI11,01-08-2021
9.992841720581055,9.994820594787598,9.598986625671387,9.643518447875977,219505.0,5.971194267272949,0.0,0.0,ARRI11,01-09-2021
9.758310317993164,9.846383094787598,8.84294319152832,9.54455852508545,666544.0,5.909918785095215,0.0,0.0,ARRI11,01-10-2021
9.405028343200684,9.542579650878906,8.94783878326416,9.323882102966309,741015.0,5.773276329040527,0.0,0.0,ARRI11,01-11-2021
9.177422523498535,9.802841186523438,8.955756187438965,9.695965766906738,1016596.0,6.00366735458374,0.0,0.0,ARRI11,01-12-2021
