ATIVO,VALOR,DATA COM,DATA PAGAMENTO,TIPO,DY
RAIZ4,0.08,2023-03-16,2023-03-27,Dividendo,3.29
ENGI11,0.8,2023-03-21,2023-03-30,Dividendo,2.17
BBAS3,0.17,2023-03-13,2023-03-31,JCP,0.46
BBDC3,0.01,2023-03-01,2023-04-03,JCP,0.15
BBDC4,0.01,2023-03-01,2023-04-03,JCP,0.15
ITSA4,0.02,2023-02-28,2023-04-03,JCP,0.28
ITUB4,0.01,2023-02-28,2023-04-03,JCP,0.07
POMO4,0.14,2022-12-26,2023-04-04,JCP,5.2
POMO4,0.09,2023-03-06,2023-04-04,Dividendo,2.75
VAMO3,0.26,2022-12-26,2023-04-04,JCP,2.09
B3SA3,0.03,2023-02-23,2023-04-10,Dividendo,0.34
B3SA3,0.06,2023-03-28,2023-04-10,JCP,0.57
ISAE4,1.06,2022-12-26,2023-04-11,JCP,4.46
PSSA3,0.62,2022-08-30,2023-04-11,JCP,2.78
TIMS3,0.24,2023-04-10,2023-04-18,Dividendo,1.91
VIVT3,0.14,2022-06-30,2023-04-18,JCP,0.31
VIVT3,0.07,2022-03-31,2023-04-18,JCP,0.14
VIVT3,0.04,2022-04-29,2023-04-18,JCP,0.09
VIVT3,0.05,2022-02-25,2023-04-18,JCP,0.11
VIVT3,0.08,2022-08-31,2023-04-18,JCP,0.21
VIVT3,0.21,2022-12-29,2023-04-18,JCP,0.56
BBDC3,0.01,2023-04-03,2023-05-02,JCP,0.15
BBDC4,0.01,2023-04-03,2023-05-02,JCP,0.15
BEEF3,0.35,2023-04-18,2023-05-02,Dividendo,3.91
ITUB4,0.01,2023-03-31,2023-05-02,JCP,0.07
MOTV3,0.03,2023-04-19,2023-05-02,Dividendo,0.28
RECV3,0.44,2023-04-26,2023-05-05,Dividendo,2.37
CXSE3,0.5,2023-04-27,2023-05-08,Dividendo,5.31
CXSE3,0.01,2023-04-27,2023-05-08,Rend. Tributado,0.11
TIMS3,0.09,2023-04-25,2023-05-09,JCP,0.69
AURE3,1.5,2023-05-04,2023-05-15,Dividendo,9.52
BRAP4,0.17,2022-12-26,2023-05-15,JCP,0.58
BRAP4,1.23,2023-04-27,2023-05-15,Dividendo,5.3
SANB11,0.4,2023-04-24,2023-05-15,JCP,1.51
STBP3,0.03,2023-04-18,2023-05-15,Dividendo,0.41
STBP3,0.01,2023-05-03,2023-05-15,Dividendo,0.18
CPFE3,0.86,2023-04-28,2023-05-16,Dividendo,2.8
KLBN11,0.35,2023-05-05,2023-05-16,Dividendo,1.77
CMIN3,0.01,2022-12-28,2023-05-17,JCP,0.39
CMIN3,0.11,2023-04-28,2023-05-17,Dividendo,2.55
CMIN3,0.28,2023-05-08,2023-05-17,Dividendo,6.08
CMIN3,0.05,2023-05-08,2023-05-17,JCP,1.1
CSNA3,0.52,2022-12-28,2023-05-17,JCP,3.62
CSNA3,0.63,2023-04-28,2023-05-17,Dividendo,4.44
CSNA3,0.58,2023-04-28,2023-05-17,Dividendo,4.12
SLCE3,1.29,2023-05-04,2023-05-18,Dividendo,2.92
PETR3,0.06,2023-04-27,2023-05-19,Rend. Tributado,0.26
PETR3,1.37,2023-04-27,2023-05-19,Dividendo,5.27
PETR4,0.06,2023-04-27,2023-05-19,Rend. Tributado,0.29
PETR4,1.37,2023-04-27,2023-05-19,Dividendo,5.9
RENT3,0.36,2023-03-28,2023-05-19,JCP,0.71
ALOS3,0.25,2023-04-28,2023-05-24,Dividendo,1.43
CURY3,0.06,2023-04-28,2023-05-25,Dividendo,0.51
ELET3,0.22,2023-04-27,2023-05-25,Dividendo,0.65
ELET6,1.49,2023-04-27,2023-05-25,Dividendo,4.06
VIVA3,0.36,2023-04-27,2023-05-26,Dividendo,1.8
GGBR4,0.51,2023-05-15,2023-05-29,JCP,2.06
GOAU4,0.05,2023-05-15,2023-05-30,Dividendo,0.44
GOAU4,0.25,2023-05-15,2023-05-30,JCP,2.19
CSAN3,0.42,2023-05-18,2023-05-31,Dividendo,2.65
RADL3,0.04,2022-10-05,2023-05-31,JCP,0.21
RADL3,0.04,2023-04-24,2023-05-31,Dividendo,0.19
RADL3,0.05,2022-12-07,2023-05-31,JCP,0.23
RAIL3,0.06,2023-04-19,2023-05-31,Dividendo,0.34
BBDC3,0.01,2023-05-02,2023-06-01,JCP,0.14
BBDC4,0.01,2023-05-02,2023-06-01,JCP,0.14
ITUB4,0.01,2023-04-28,2023-06-01,JCP,0.07
EQTL3,0.35,2023-04-28,2023-06-09,Dividendo,1.3
BBAS3,0.32,2023-06-01,2023-06-12,JCP,0.73
BBAS3,0.06,2023-06-01,2023-06-12,Dividendo,0.14
IGTI11,0.09,2023-04-20,2023-06-15,Dividendo,0.47
PETR3,0.05,2023-04-27,2023-06-16,Rend. Tributado,0.21
PETR3,0.87,2023-04-27,2023-06-16,Dividendo,3.36
PETR4,0.05,2023-04-27,2023-06-16,Rend. Tributado,0.24
PETR4,0.87,2023-04-27,2023-06-16,Dividendo,3.76
MULT3,0.24,2022-06-24,2023-06-20,JCP,1.07
CPFE3,0.54,2023-04-28,2023-06-23,Dividendo,1.74
ASAI3,0.05,2023-04-27,2023-06-26,Dividendo,0.41
SBSP3,1.27,2023-05-12,2023-06-26,JCP,2.52
USIM5,0.32,2023-04-27,2023-06-27,Dividendo,4.84
BBAS3,0.16,2023-06-12,2023-06-30,JCP,0.35
CMIG4,0.1,2022-09-23,2023-06-30,JCP,0.91
CMIG4,0.08,2022-06-24,2023-06-30,JCP,0.75
CMIG4,0.09,2022-12-21,2023-06-30,JCP,0.83
CMIG4,0.11,2022-12-27,2023-06-30,JCP,1.07
CMIG4,0.05,2023-04-27,2023-06-30,Dividendo,0.46
CPLE6,0.14,2022-11-21,2023-06-30,JCP,1.61
BBDC3,0.01,2023-06-01,2023-07-03,JCP,0.13
BBDC4,0.01,2023-06-01,2023-07-03,JCP,0.12
ITSA4,0.02,2023-05-31,2023-07-03,JCP,0.27
ITUB4,0.01,2023-05-31,2023-07-03,JCP,0.07
VAMO3,0.01,2023-05-05,2023-07-05,Dividendo,0.15
BBDC3,0.17,2023-06-26,2023-07-06,JCP,1.22
BBDC4,0.19,2023-06-26,2023-07-06,JCP,1.19
B3SA3,0.06,2023-06-27,2023-07-07,JCP,0.44
B3SA3,0.05,2023-06-27,2023-07-07,Dividendo,0.39
TIMS3,0.11,2023-06-22,2023-07-12,JCP,0.82
VIVT3,0.24,2023-04-13,2023-07-18,Dividendo,0.61
VIVT3,0.3,2022-12-29,2023-07-18,Dividendo,0.78
POMO4,0.07,2023-07-11,2023-07-20,JCP,1.4
ALOS3,0.25,2023-04-28,2023-07-26,Dividendo,1.43
EGIE3,0.24,2022-12-22,2023-07-26,JCP,0.64
STBP3,0.04,2023-07-14,2023-07-31,JCP,0.44
STBP3,0.0,2023-07-14,2023-07-31,Dividendo,0.08
BBDC3,0.01,2023-07-03,2023-08-01,JCP,0.12
BBDC4,0.01,2023-07-03,2023-08-01,JCP,0.11
ITUB4,0.01,2023-06-30,2023-08-01,JCP,0.06
RAIZ4,0.02,2023-07-26,2023-08-04,Dividendo,0.58
RENT3,0.34,2023-06-30,2023-08-14,JCP,0.51
BPAC11,0.4,2023-08-04,2023-08-15,JCP,1.23
KLBN11,0.24,2023-08-04,2023-08-15,Dividendo,1.05
SANB11,0.4,2023-07-20,2023-08-16,JCP,1.36
WEGE3,0.05,2023-06-23,2023-08-16,JCP,0.16
WEGE3,0.05,2023-03-17,2023-08-16,JCP,0.13
WEGE3,0.14,2023-07-21,2023-08-16,Dividendo,0.38
PETR3,0.27,2023-06-12,2023-08-18,Dividendo,0.82
PETR3,0.66,2023-06-12,2023-08-18,JCP,1.98
PETR4,0.66,2023-06-12,2023-08-18,JCP,2.2
PETR4,0.27,2023-06-12,2023-08-18,Dividendo,0.92
CYRE3,0.51,2023-05-02,2023-08-21,Dividendo,3.45
BEEF3,0.19,2023-08-14,2023-08-23,Dividendo,1.89
ITSA4,0.07,2023-03-23,2023-08-25,JCP,0.97
ITSA4,0.11,2023-06-22,2023-08-25,JCP,1.17
ITUB4,0.26,2023-03-23,2023-08-25,JCP,1.09
ITUB4,0.26,2023-06-19,2023-08-25,JCP,0.92
TOTS3,0.23,2023-07-27,2023-08-25,JCP,0.79
UGPA3,0.25,2023-08-17,2023-08-25,Dividendo,1.36
BBSE3,1.6,2023-08-16,2023-08-28,Dividendo,4.92
ENGI11,0.7,2023-08-15,2023-08-29,Dividendo,1.47
GGBR4,0.43,2023-08-18,2023-08-29,Dividendo,1.69
TAEE11,0.07,2023-05-03,2023-08-29,Dividendo,0.21
TAEE11,0.28,2023-08-07,2023-08-29,Dividendo,0.78
TAEE11,0.62,2023-08-07,2023-08-29,JCP,1.73
BBAS3,0.0,2023-08-21,2023-08-30,Rend. Tributado,0.0
BBAS3,0.0,2023-08-21,2023-08-30,Rend. Tributado,0.01
BBAS3,0.07,2023-08-21,2023-08-30,Dividendo,0.15
BBAS3,0.32,2023-08-21,2023-08-30,JCP,0.69
GOAU4,0.26,2023-08-18,2023-08-30,Dividendo,2.16
STBP3,0.06,2023-08-10,2023-08-31,Dividendo,0.61
STBP3,0.04,2023-08-10,2023-08-31,JCP,0.43
AZZA3,0.84,2023-06-30,2023-09-01,JCP,1.08
BBDC3,0.01,2023-08-01,2023-09-01,JCP,0.12
BBDC4,0.01,2023-08-01,2023-09-01,JCP,0.11
ITUB4,0.01,2023-07-31,2023-09-01,JCP,0.06
VALE3,1.91,2023-08-11,2023-09-01,JCP,3.0
IGTI11,0.09,2023-04-20,2023-09-15,Dividendo,0.47
MULT3,0.17,2022-09-27,2023-09-20,JCP,0.7
PETR3,0.94,2023-06-12,2023-09-20,Dividendo,2.92
PETR4,0.94,2023-06-12,2023-09-20,Dividendo,3.26
EGIE3,1.78,2023-05-08,2023-09-26,Dividendo,4.1
BBAS3,0.16,2023-09-11,2023-09-29,JCP,0.36
BBDC3,0.01,2023-09-01,2023-10-02,JCP,0.13
BBDC4,0.01,2023-09-01,2023-10-02,JCP,0.13
ITSA4,0.05,2022-11-18,2023-10-02,JCP,0.57
ITSA4,0.04,2022-12-08,2023-10-02,JCP,0.52
ITSA4,0.04,2022-08-18,2023-10-02,JCP,0.52
ITSA4,0.02,2023-08-17,2023-10-02,JCP,0.25
ITUB4,0.01,2023-08-31,2023-10-02,JCP,0.06
CURY3,0.51,2023-09-22,2023-10-03,Dividendo,3.3
LREN3,0.18,2023-06-27,2023-10-05,JCP,0.86
LREN3,0.18,2023-03-21,2023-10-05,JCP,1.04
B3SA3,0.04,2023-09-21,2023-10-06,Dividendo,0.39
B3SA3,0.05,2023-09-21,2023-10-06,JCP,0.44
VIVT3,0.08,2023-03-31,2023-10-18,JCP,0.22
VIVT3,0.03,2023-02-28,2023-10-18,JCP,0.08
POMO4,0.07,2023-10-05,2023-10-19,JCP,1.25
TIMS3,0.17,2023-09-22,2023-10-23,JCP,1.16
CPFE3,0.26,2023-04-28,2023-10-25,Dividendo,0.84
RAIZ4,0.02,2023-10-17,2023-10-26,Dividendo,0.7
RDOR3,0.18,2023-10-16,2023-10-27,JCP,0.8
SMFT3,0.35,2023-10-11,2023-10-27,JCP,1.62
FLRY3,0.16,2023-09-04,2023-10-31,JCP,1.13
BBDC3,0.01,2023-10-02,2023-11-01,JCP,0.14
BBDC4,0.01,2023-10-02,2023-11-01,JCP,0.13
ITUB4,0.01,2023-09-29,2023-11-01,JCP,0.06
CXSE3,0.5,2023-10-24,2023-11-06,Dividendo,4.51
SANB11,0.1,2023-10-19,2023-11-10,Dividendo,0.38
SANB11,0.3,2023-10-19,2023-11-10,JCP,1.13
STBP3,0.02,2023-10-30,2023-11-13,Dividendo,0.37
STBP3,0.08,2023-10-30,2023-11-13,Dividendo,1.19
STBP3,0.04,2023-10-30,2023-11-13,JCP,0.57
KLBN11,0.28,2023-10-27,2023-11-14,JCP,1.29
CPFE3,0.17,2023-08-17,2023-11-17,Dividendo,0.5
CPFE3,0.43,2023-04-28,2023-11-17,Dividendo,1.43
RENT3,0.4,2023-09-27,2023-11-20,JCP,0.72
RENT3,0.4,2023-09-27,2023-11-20,JCP,0.73
PETR3,0.36,2023-08-21,2023-11-21,JCP,1.07
PETR3,0.2,2023-08-21,2023-11-21,Dividendo,0.61
PETR4,0.36,2023-08-21,2023-11-21,JCP,1.17
PETR4,0.2,2023-08-21,2023-11-21,Dividendo,0.67
AZZA3,0.29,2023-11-10,2023-11-28,Dividendo,0.51
AZZA3,0.4,2023-11-10,2023-11-28,JCP,0.7
AZZA3,0.38,2023-11-10,2023-11-28,JCP,0.65
CMIN3,0.24,2023-11-20,2023-11-28,Dividendo,3.62
CSNA3,0.74,2023-11-20,2023-11-29,Dividendo,4.79
PSSA3,0.08,2022-10-31,2023-11-29,JCP,0.39
BBAS3,0.05,2023-11-21,2023-11-30,Dividendo,0.1
BBAS3,0.34,2023-11-21,2023-11-30,JCP,0.67
CPFE3,0.14,2023-08-17,2023-11-30,Dividendo,0.43
CPLE6,0.15,2023-09-29,2023-11-30,JCP,1.84
MOTV3,0.15,2023-10-30,2023-11-30,Dividendo,1.31
BBDC3,0.01,2023-11-01,2023-12-01,JCP,0.14
BBDC4,0.01,2023-11-01,2023-12-01,JCP,0.13
ITUB4,0.01,2023-10-31,2023-12-01,JCP,0.07
RADL3,0.04,2023-04-04,2023-12-01,JCP,0.2
RADL3,0.05,2023-07-05,2023-12-01,JCP,0.21
VALE3,1.56,2023-11-21,2023-12-01,Dividendo,2.0
VALE3,0.76,2023-11-21,2023-12-01,JCP,0.98
BRAP4,0.6,2023-11-21,2023-12-04,Dividendo,2.24
BRAP4,1.18,2023-11-21,2023-12-04,JCP,4.39
YDUQ3,0.27,2023-08-18,2023-12-05,Dividendo,1.24
GGBR4,0.47,2023-11-17,2023-12-13,Dividendo,1.92
GOAU4,0.93,2023-11-17,2023-12-14,Dividendo,7.69
CPFE3,0.3,2023-08-17,2023-12-15,Dividendo,0.88
IGTI11,0.09,2023-04-20,2023-12-15,Dividendo,0.47
PETR3,0.57,2023-08-21,2023-12-15,Dividendo,1.68
PETR4,0.57,2023-08-21,2023-12-15,Dividendo,1.84
RECV3,0.54,2023-12-05,2023-12-15,JCP,2.7
TAEE11,0.01,2023-11-13,2023-12-15,Dividendo,0.03
TAEE11,0.58,2023-11-13,2023-12-15,JCP,1.61
CYRE3,0.33,2023-12-11,2023-12-18,Dividendo,1.5
AURE3,1.5,2023-12-08,2023-12-19,Dividendo,11.24
CPFE3,0.15,2023-08-17,2023-12-20,Dividendo,0.46
MULT3,0.29,2022-12-26,2023-12-20,JCP,1.34
SMFT3,0.1,2023-12-11,2023-12-21,JCP,0.42
PRIO3,0.07,2023-12-13,2023-12-22,Dividendo,0.16
TOTS3,0.21,2023-12-04,2023-12-22,JCP,0.62
EGIE3,0.94,2023-08-21,2023-12-27,Dividendo,2.24
PETR3,0.06,2023-04-27,2023-12-27,Rend. Tributado,0.25
PETR3,0.49,2023-04-27,2023-12-27,Dividendo,1.91
PETR4,0.06,2023-04-27,2023-12-27,Rend. Tributado,0.25
PETR4,0.49,2023-04-27,2023-12-27,Dividendo,2.14
ABEV3,0.73,2023-12-19,2023-12-28,JCP,4.95
BBAS3,0.17,2023-12-11,2023-12-28,JCP,0.32
CMIG4,0.05,2023-04-27,2023-12-28,Dividendo,0.46
FLRY3,0.26,2023-12-15,2023-12-28,JCP,1.42
RADL3,0.04,2023-12-20,2023-12-28,Dividendo,0.17
RAIZ4,0.07,2023-12-20,2023-12-28,JCP,1.83
RDOR3,0.18,2023-12-18,2023-12-28,JCP,0.65
CMIG4,0.08,2022-06-24,2023-12-29,JCP,0.75
CMIG4,0.1,2022-09-23,2023-12-30,JCP,0.91
CMIG4,0.09,2022-12-21,2023-12-30,JCP,0.83
CMIG4,0.11,2022-12-27,2023-12-30,JCP,1.07
BBDC3,0.17,2023-12-21,2024-01-02,JCP,1.15
BBDC4,0.19,2023-12-21,2024-01-02,JCP,1.13
ITSA4,0.02,2023-11-30,2024-01-02,JCP,0.24
ITUB4,0.01,2023-11-30,2024-01-02,JCP,0.06
DIRR3,0.15,2023-12-05,2024-01-03,Dividendo,0.81
POMO4,0.1,2023-12-21,2024-01-03,JCP,1.39
LREN3,0.17,2023-09-26,2024-01-05,JCP,1.33
LREN3,0.17,2023-12-20,2024-01-05,JCP,0.99
STBP3,0.04,2023-12-22,2024-01-05,Dividendo,0.48
B3SA3,0.05,2023-12-28,2024-01-08,JCP,0.41
B3SA3,0.04,2023-12-28,2024-01-08,Dividendo,0.28
STBP3,0.03,2023-12-22,2024-01-08,JCP,0.4
SUZB3,1.16,2023-12-07,2024-01-10,JCP,2.33
SLCE3,0.05,2023-12-27,2024-01-11,JCP,0.29
ENGI11,1.0,2023-12-28,2024-01-12,Dividendo,1.86
ISAE4,0.24,2023-12-13,2024-01-15,JCP,0.93
TAEE11,0.66,2024-01-03,2024-01-16,Dividendo,1.73
TIMS3,0.27,2023-12-21,2024-01-23,JCP,1.52
BBDC3,0.01,2024-01-02,2024-02-01,JCP,0.11
BBDC4,0.01,2024-01-02,2024-02-01,JCP,0.11
ITUB4,0.01,2023-12-28,2024-02-01,JCP,0.05
SANB11,0.4,2024-01-19,2024-02-08,JCP,1.34
BPAC11,0.14,2024-01-03,2024-02-15,JCP,0.41
BPAC11,0.23,2023-12-04,2024-02-15,JCP,0.66
RENT3,0.38,2023-12-26,2024-02-15,JCP,0.6
PETR3,0.42,2023-11-21,2024-02-20,JCP,1.11
PETR3,0.24,2023-11-21,2024-02-20,Dividendo,0.63
PETR3,0.0,2023-11-21,2024-02-20,Rend. Tributado,100.0
PETR3,0.0,2023-11-21,2024-02-20,Rend. Tributado,100.0
PETR4,0.24,2023-11-21,2024-02-20,Dividendo,0.67
PETR4,0.42,2023-11-21,2024-02-20,JCP,1.18
PETR4,0.0,2023-11-21,2024-02-20,Rend. Tributado,100.0
PETR4,0.0,2023-11-21,2024-02-20,Rend. Tributado,100.0
BBSE3,0.01,2024-02-08,2024-02-22,Rend. Tributado,0.06
BBSE3,1.24,2024-02-08,2024-02-22,Dividendo,3.56
KLBN11,0.17,2024-02-15,2024-02-26,Dividendo,0.81
KLBN11,0.15,2023-12-21,2024-02-26,JCP,0.72
BBAS3,0.11,2024-02-21,2024-02-29,Dividendo,0.19
BBAS3,0.0,2024-02-21,2024-02-29,Rend. Tributado,0.01
BBAS3,0.3,2024-02-21,2024-02-29,JCP,0.52
VBBR3,0.42,2023-09-21,2024-02-29,JCP,2.24
BBDC3,0.01,2024-02-01,2024-03-01,JCP,0.13
BBDC4,0.01,2024-02-01,2024-03-01,JCP,0.12
ITUB4,0.01,2024-01-31,2024-03-01,JCP,0.05
IGTI11,0.16,2024-02-23,2024-03-04,Dividendo,0.72
ITSA4,0.3,2024-02-22,2024-03-08,Dividendo,2.85
ITSA4,0.11,2023-09-21,2024-03-08,JCP,1.28
ITSA4,0.05,2023-07-25,2024-03-08,JCP,0.51
ITSA4,0.05,2023-10-19,2024-03-08,JCP,0.59
ITSA4,0.07,2023-12-18,2024-03-08,JCP,0.78
ITUB4,1.12,2024-02-21,2024-03-08,Dividendo,3.15
ITUB4,0.26,2023-09-18,2024-03-08,JCP,0.97
ITUB4,0.24,2023-12-06,2024-03-08,JCP,0.78
GGBR4,0.1,2024-03-01,2024-03-12,Dividendo,0.45
POMO4,0.23,2024-02-29,2024-03-12,JCP,2.76
GOAU4,0.05,2024-03-01,2024-03-13,Dividendo,0.48
WEGE3,0.05,2023-09-22,2024-03-13,JCP,0.17
WEGE3,0.29,2024-02-23,2024-03-13,Dividendo,0.82
WEGE3,0.07,2023-12-15,2024-03-13,JCP,0.2
AURE3,0.4,2024-03-01,2024-03-14,Dividendo,3.1
VALE3,2.73,2024-03-11,2024-03-19,Dividendo,4.27
MULT3,0.12,2023-03-30,2024-03-20,JCP,0.51
PETR3,0.67,2023-11-21,2024-03-20,Dividendo,1.73
PETR3,0.15,2023-11-21,2024-03-20,Rend. Tributado,0.42
PETR4,0.67,2023-11-21,2024-03-20,Dividendo,1.86
PETR4,0.01,2023-11-21,2024-03-20,Rend. Tributado,0.05
BBAS3,0.2,2024-03-11,2024-03-27,JCP,0.36
RAIZ4,0.01,2024-03-21,2024-03-28,Dividendo,0.46
RAIZ4,0.05,2023-12-20,2024-03-31,JCP,1.44
BBDC3,0.01,2024-03-01,2024-04-01,JCP,0.14
BBDC4,0.01,2024-03-01,2024-04-01,JCP,0.14
FLRY3,0.14,2024-03-19,2024-04-01,Dividendo,0.98
ITSA4,0.02,2024-02-29,2024-04-01,JCP,0.22
ITUB4,0.01,2024-02-29,2024-04-01,JCP,0.05
LREN3,0.15,2024-03-19,2024-04-02,JCP,0.96
STBP3,0.16,2024-03-22,2024-04-04,Dividendo,1.25
B3SA3,0.06,2024-02-27,2024-04-05,Dividendo,0.53
B3SA3,0.05,2024-03-26,2024-04-05,JCP,0.44
RDOR3,0.13,2024-03-26,2024-04-05,JCP,0.52
ISAE4,1.96,2023-12-13,2024-04-10,JCP,7.55
PSSA3,0.58,2023-06-29,2024-04-10,JCP,2.15
PSSA3,0.53,2023-12-27,2024-04-10,JCP,1.83
TIMS3,0.18,2024-04-09,2024-04-22,Dividendo,0.99
TIMS3,0.08,2024-03-22,2024-04-23,JCP,0.47
VIVT3,0.04,2023-10-23,2024-04-23,JCP,0.1
VIVT3,0.25,2023-12-26,2024-04-23,JCP,0.48
VIVT3,0.06,2023-09-22,2024-04-23,JCP,0.14
VIVT3,0.12,2023-07-31,2024-04-23,JCP,0.29
VIVT3,0.07,2023-08-31,2024-04-23,JCP,0.19
VIVT3,0.09,2023-05-31,2024-04-23,JCP,0.23
IGTI11,0.16,2024-04-18,2024-04-30,Dividendo,0.8
MOTV3,0.26,2024-04-18,2024-04-30,Dividendo,2.13
BBDC3,0.01,2024-04-01,2024-05-02,JCP,0.14
BBDC4,0.01,2024-04-01,2024-05-02,JCP,0.13
ITUB4,0.01,2024-03-28,2024-05-02,JCP,0.05
VAMO3,0.31,2023-12-19,2024-05-07,JCP,3.2
CXSE3,0.01,2024-04-26,2024-05-08,Rend. Tributado,0.1
CXSE3,0.55,2024-04-26,2024-05-08,Dividendo,3.39
ELET3,0.4,2024-04-26,2024-05-09,Dividendo,1.08
ELET6,1.82,2024-04-26,2024-05-09,Dividendo,4.49
CPFE3,1.19,2024-04-26,2024-05-13,Dividendo,3.72
CURY3,0.4,2024-04-30,2024-05-13,Dividendo,2.09
ALOS3,0.55,2024-04-30,2024-05-15,Dividendo,2.83
BRAP4,0.81,2024-04-29,2024-05-15,Dividendo,3.79
BRAP4,0.37,2024-04-29,2024-05-15,Dividendo,1.73
RECV3,0.05,2024-04-24,2024-05-15,Dividendo,0.27
SANB11,0.4,2024-04-19,2024-05-15,JCP,1.48
SLCE3,0.82,2024-04-30,2024-05-15,Dividendo,4.36
KLBN11,0.29,2024-05-03,2024-05-16,Dividendo,1.28
TAEE11,1.13,2024-05-03,2024-05-16,Dividendo,3.09
PETR3,0.57,2024-04-25,2024-05-20,Dividendo,1.29
PETR3,0.88,2024-05-02,2024-05-20,Dividendo,1.99
PETR4,0.02,2024-04-25,2024-05-20,Rend. Tributado,0.05
PETR4,0.84,2024-05-02,2024-05-20,Dividendo,2.02
PETR4,0.03,2024-05-02,2024-05-20,Rend. Tributado,0.08
PETR4,0.55,2024-04-25,2024-05-20,Dividendo,1.3
RENT3,0.38,2024-04-01,2024-05-23,JCP,0.73
GGBR4,0.28,2024-05-15,2024-05-27,Dividendo,1.45
CMIN3,0.07,2023-12-28,2024-05-28,JCP,1.02
CMIN3,0.18,2024-05-14,2024-05-28,Dividendo,3.48
GOAU4,0.19,2024-05-15,2024-05-28,Dividendo,1.68
